gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
10661-10661_game_5,partial,https://lpl.qq.com/es/stats.shtml?bmid=10661,DCup,2023,,0,2024-01-01 12:24:41,5,13.24,7,Red,jng,Tian,oe:player:0da0eeb199e8fa3ab773cf84f9de9ab,Top Esports,oe:team:fcec508e780bbd1ad493852640f5b36,Lee Sin,Kalista,Varus,Nocturne,Sejuani,Azir,2408,0,3,3,6,14,23,,,,,,0,,,0.3488,0.8970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17496,435.9468,0.160731,1095.8223,,28,0.6977,12,0.2990,16,73,1.8189,14912,9724,242.2924,0.203244,13154,,233,36,197,140,23,5.8056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10661-10661_game_5,partial,https://lpl.qq.com/es/stats.shtml?bmid=10661,DCup,2023,,0,2024-01-01 12:24:41,5,13.24,8,Red,mid,Creme,oe:player:6e7908512cb309a43388bb464a312a2,Top Esports,oe:team:fcec508e780bbd1ad493852640f5b36,Sylas,Kalista,Varus,Nocturne,Sejuani,Azir,2408,0,2,7,4,14,23,,,,,,0,,,0.3488,0.8970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17443,434.6262,0.160242,964.1113,,21,0.5233,11,0.2741,10,57,1.4203,14983,9795,244.0615,0.204728,14489,,289,273,16,16,0,7.2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10661-10661_game_5,partial,https://lpl.qq.com/es/stats.shtml?bmid=10661,DCup,2023,,0,2024-01-01 12:24:41,5,13.24,9,Red,bot,JackeyLove,oe:player:c54e1090ef1faa736b12493051c4855,Top Esports,oe:team:fcec508e780bbd1ad493852640f5b36,Draven,Kalista,Varus,Nocturne,Sejuani,Azir,2408,0,6,4,7,14,23,,,,,,1,,,0.3488,0.8970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40386,1006.2957,0.371007,683.8455,,14,0.3488,21,0.5233,6,69,1.7193,19828,14640,364.7841,0.305994,18644,,367,345,22,18,0,9.1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10661-10661_game_5,partial,https://lpl.qq.com/es/stats.shtml?bmid=10661,DCup,2023,,0,2024-01-01 12:24:41,5,13.24,10,Red,sup,Meiko,oe:player:bda7cc061d7a1576f1dcad33dd505cd,Top Esports,oe:team:fcec508e780bbd1ad493852640f5b36,Milio,Kalista,Varus,Nocturne,Sejuani,Azir,2408,0,0,3,13,14,23,,,,,,0,,,0.3488,0.8970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6394,159.3189,0.0587434,381.1296,,64,1.5947,10,0.2492,21,115,2.8654,9591,4403,109.7093,0.0920292,9065,,17,13,4,0,0,0.4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10661-10661_game_5,partial,https://lpl.qq.com/es/stats.shtml?bmid=10661,DCup,2023,,0,2024-01-01 12:24:41,5,13.24,100,Blue,team,,,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,,Ashe,LeBlanc,Akali,Vi,Poppy,2408,1,22,14,44,22,14,,,,,0,,,,0.5482,0.8970,,4,0,,,,,,,,,4,,,,,,,2,1,,10,8,,,,,2,2,121821,3035.4070,,3798.6877,,170,4.2359,66,1.6445,63,380,9.4684,78223,52283,1302.7326,,71297,0.025224,,,248,159,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10661-10661_game_5,partial,https://lpl.qq.com/es/stats.shtml?bmid=10661,DCup,2023,,0,2024-01-01 12:24:41,5,13.24,200,Red,team,,,Top Esports,oe:team:fcec508e780bbd1ad493852640f5b36,,Kalista,Varus,Nocturne,Sejuani,Azir,2408,0,14,23,36,14,23,,,,,1,,,,0.3488,0.8970,,0,4,,,,,,,,,0,,,,,,,1,2,,8,10,,,,,2,2,108854,2712.3090,,3917.4668,,143,3.5631,58,1.4452,62,360,8.9701,73784,47844,1192.1262,,69521,-0.025224,,,243,179,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 09:12:49,1,13.24,1,Blue,top,shanji,oe:player:708bbc09836488d812e6775a07d785f,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,Aatrox,Nocturne,Neeko,Jax,Maokai,Sejuani,1625,0,0,5,3,6,16,,,,,,0,,,0.2215,0.8123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11469,423.4708,0.191761,959.6308,,11,0.4062,2,0.0738,5,23,0.8492,7850,4259,157.2554,0.160128,7520,,174,173,1,1,0,6.4246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 09:12:49,1,13.24,2,Blue,jng,Aki,oe:player:3faae62fb907ad7cbcf2167beb8b2c7,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,Lee Sin,Nocturne,Neeko,Jax,Maokai,Sejuani,1625,0,1,1,4,6,16,,,,,,0,,,0.2215,0.8123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6698,247.3108,0.111985,851.2615,,9,0.3323,2,0.0738,4,15,0.5538,8764,5173,191.0031,0.194489,8005,,151,17,134,111,0,5.5754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 09:12:49,1,13.24,3,Blue,mid,Rookie,oe:player:1213778b5c6d69dcb26aa89f7d0aaa9,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,LeBlanc,Nocturne,Neeko,Jax,Maokai,Sejuani,1625,0,2,3,3,6,16,,,,,,0,,,0.2215,0.8123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16125,595.3846,0.269608,803.9262,,13,0.4800,9,0.3323,4,32,1.1815,11099,7508,277.2185,0.282271,10882,,243,243,0,0,0,8.9723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 09:12:49,1,13.24,4,Blue,bot,Photic,oe:player:1c42d9266c8b391c7870b7a39f25a12,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,Caitlyn,Nocturne,Neeko,Jax,Maokai,Sejuani,1625,0,2,4,2,6,16,,,,,,0,,,0.2215,0.8123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13783,508.9108,0.230448,439.7169,,9,0.3323,10,0.3692,2,25,0.9231,10313,6722,248.1969,0.252722,10159,,232,223,9,9,0,8.5662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 09:12:49,1,13.24,5,Blue,sup,Zhuo,oe:player:e78da55d6db43d982f841204a8e51ac,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,Lux,Nocturne,Neeko,Jax,Maokai,Sejuani,1625,0,1,3,4,6,16,,,,,,0,,,0.2215,0.8123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11735,433.2923,0.196198,227.7785,,41,1.5138,19,0.7015,15,94,3.4708,6527,2936,108.4062,0.110391,6480,,37,37,0,0,0,1.3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 09:12:49,1,13.24,6,Red,top,Bin,oe:player:fb66ef5885b4be9323905b821dc3a42,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Renekton,Rumble,Ashe,Poppy,Draven,Rakan,1625,1,4,0,4,16,6,,,,,,0,,,0.5908,0.8123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13204,487.5323,0.184901,762.4985,,9,0.3323,3,0.1108,6,21,0.7754,12177,8586,317.0215,0.234064,10909,,241,225,16,8,4,8.8985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 09:12:49,1,13.24,7,Red,jng,XUN,oe:player:814f33b3479f1ebf6cd22cba78f30e0,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Nidalee,Rumble,Ashe,Poppy,Draven,Rakan,1625,1,2,0,12,16,6,,,,,,0,,,0.5908,0.8123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15009,554.1785,0.210176,953.3169,,20,0.7385,9,0.3323,7,52,1.9200,10629,7038,259.8646,0.191866,8420,,179,20,159,83,26,6.6092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 09:12:49,1,13.24,8,Red,mid,knight,oe:player:ed29043422e3c515e1cb292464b990b,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Tristana,Rumble,Ashe,Poppy,Draven,Rakan,1625,1,4,1,4,16,6,,,,,,0,,,0.5908,0.8123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18103,668.4185,0.2535,620.8246,,12,0.4431,8,0.2954,2,31,1.1446,11575,7984,294.7938,0.217653,10475,,250,249,1,1,0,9.2308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 09:12:49,1,13.24,9,Red,bot,Elk,oe:player:a58a0d41103cdc5b58cbb547eeaca2d,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Kalista,Rumble,Ashe,Poppy,Draven,Rakan,1625,1,5,1,7,16,6,,,,,,1,,,0.5908,0.8123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17272,637.7354,0.241861,485.3908,,12,0.4431,9,0.3323,5,33,1.2185,12997,9406,347.2985,0.256417,10020,,251,235,16,11,1,9.2677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 09:12:49,1,13.24,10,Red,sup,ON,oe:player:90651ebea9a35ec4e018c8157492e17,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Renata Glasc,Rumble,Ashe,Poppy,Draven,Rakan,1625,1,1,4,10,16,6,,,,,,0,,,0.5908,0.8123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7824,288.8862,0.109562,748.7262,,51,1.8831,9,0.3323,15,90,3.3231,7259,3668,135.4338,0.1,5810,,14,14,0,0,0,0.5169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 09:12:49,1,13.24,100,Blue,team,,,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,,Nocturne,Neeko,Jax,Maokai,Sejuani,1625,0,6,16,16,6,16,,,,,0,,,,0.2215,0.8123,,0,4,,,,,,,,,0,,,,,,,0,1,,3,8,,,,,0,1,59810,2208.3692,,3282.3138,,83,3.0646,42,1.5508,30,189,6.9785,44553,26600,982.1538,,43046,-0.0583672,,,144,121,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 09:12:49,1,13.24,200,Red,team,,,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,,Rumble,Ashe,Poppy,Draven,Rakan,1625,1,16,6,37,16,6,,,,,1,,,,0.5908,0.8123,,4,0,,,,,,,,,4,,,,,,,1,0,,8,3,,,,,1,0,71412,2636.7508,,3570.7569,,104,3.8400,38,1.4031,35,226,8.3446,54637,36684,1354.4862,,45634,0.0583672,,,191,102,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 09:58:54,2,13.24,1,Blue,top,shanji,oe:player:708bbc09836488d812e6775a07d785f,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,Renekton,Jax,Nocturne,Kalista,Varus,Rakan,1396,0,0,3,1,5,19,,,,,,0,,,0.2149,1.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5189,223.0229,0.190184,789.4986,,9,0.3868,4,0.1719,4,21,0.9026,7240,4117,176.9484,0.21345,6355,,185,181,4,3,0,7.9513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 09:58:54,2,13.24,2,Blue,jng,Aki,oe:player:3faae62fb907ad7cbcf2167beb8b2c7,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,Bel'Veth,Jax,Nocturne,Kalista,Varus,Rakan,1396,0,3,4,1,5,19,,,,,,0,,,0.2149,1.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2744,117.9370,0.100554,911.1748,,3,0.1289,3,0.1289,3,16,0.6877,7287,4164,178.9685,0.215887,6390,,123,15,108,85,4,5.2865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 09:58:54,2,13.24,3,Blue,mid,Rookie,oe:player:1213778b5c6d69dcb26aa89f7d0aaa9,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,Neeko,Jax,Nocturne,Kalista,Varus,Rakan,1396,0,0,5,3,5,19,,,,,,0,,,0.2149,1.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9965,428.2951,0.365243,696.2321,,8,0.3438,5,0.2149,3,22,0.9456,7334,4211,180.9885,0.218324,6535,,185,185,0,0,0,7.9513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 09:58:54,2,13.24,4,Blue,bot,Photic,oe:player:1c42d9266c8b391c7870b7a39f25a12,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,Lucian,Jax,Nocturne,Kalista,Varus,Rakan,1396,0,1,5,1,5,19,,,,,,0,,,0.2149,1.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7993,343.5387,0.292934,470.1576,,7,0.3009,7,0.3009,1,21,0.9026,7994,4871,209.3553,0.252546,7580,,193,190,3,2,0,8.2951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 09:58:54,2,13.24,5,Blue,sup,Zhuo,oe:player:e78da55d6db43d982f841204a8e51ac,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,Milio,Jax,Nocturne,Kalista,Varus,Rakan,1396,0,1,2,1,5,19,,,,,,0,,,0.2149,1.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394,59.9140,0.051085,294.2407,,31,1.3324,11,0.4728,9,68,2.9226,5048,1925,82.7364,0.0997916,4875,,33,33,0,0,0,1.4183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 09:58:54,2,13.24,6,Red,top,Bin,oe:player:fb66ef5885b4be9323905b821dc3a42,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,K'Sante,Rumble,Ashe,LeBlanc,Vi,Poppy,1396,1,5,1,5,19,5,,,,,,0,,,0.8166,1.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12819,550.9599,0.229148,521.4756,,12,0.5158,2,0.0860,4,23,0.9885,10574,7451,320.2436,0.225148,8315,,231,226,5,0,1,9.9284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 09:58:54,2,13.24,7,Red,jng,XUN,oe:player:814f33b3479f1ebf6cd22cba78f30e0,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Lee Sin,Rumble,Ashe,LeBlanc,Vi,Poppy,1396,1,5,2,6,19,5,,,,,,1,,,0.8166,1.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6160,264.7564,0.110113,923.1232,,11,0.4728,4,0.1719,7,29,1.2464,9220,6097,262.0487,0.184232,7395,,130,15,115,60,23,5.5874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 09:58:54,2,13.24,8,Red,mid,knight,oe:player:ed29043422e3c515e1cb292464b990b,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Orianna,Rumble,Ashe,LeBlanc,Vi,Poppy,1396,1,3,2,7,19,5,,,,,,0,,,0.8166,1.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13089,562.5645,0.233974,426.5330,,9,0.3868,5,0.2149,2,24,1.0315,9498,6375,273.9971,0.192633,7600,,203,194,9,4,5,8.7249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 09:58:54,2,13.24,9,Red,bot,Elk,oe:player:a58a0d41103cdc5b58cbb547eeaca2d,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Caitlyn,Rumble,Ashe,LeBlanc,Vi,Poppy,1396,1,5,0,6,19,5,,,,,,0,,,0.8166,1.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14194,610.0573,0.253726,181.6332,,10,0.4298,4,0.1719,4,23,0.9885,11756,8633,371.0458,0.260867,10119,,227,215,12,4,4,9.7564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 09:58:54,2,13.24,10,Red,sup,ON,oe:player:90651ebea9a35ec4e018c8157492e17,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Lux,Rumble,Ashe,LeBlanc,Vi,Poppy,1396,1,1,0,11,19,5,,,,,,0,,,0.8166,1.0315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9680,416.0458,0.17304,199.1261,,39,1.6762,9,0.3868,12,71,3.0516,7661,4538,195.0430,0.13712,6485,,14,14,0,0,0,0.6017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 09:58:54,2,13.24,100,Blue,team,,,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,,Jax,Nocturne,Kalista,Varus,Rakan,1396,0,5,19,7,5,19,,,,,0,,,,0.2149,1.0315,,2,1,,,,,,,,,2,,,,,,,0,1,,0,9,,,,,0,1,27284,1172.6648,,3161.3467,,58,2.4928,30,1.2894,20,148,6.3610,34903,19286,828.9112,,31735,-0.228307,,,115,89,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_2,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 09:58:54,2,13.24,200,Red,team,,,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,,Rumble,Ashe,LeBlanc,Vi,Poppy,1396,1,19,5,35,19,5,,,,,1,,,,0.8166,1.0315,,1,2,,,,,,,,,1,,,,,,,1,0,,9,0,,,,,1,0,55942,2404.3840,,2251.8911,,81,3.4814,24,1.0315,29,170,7.3066,48709,33092,1422.2923,,39914,0.228307,,,141,68,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 10:40:05,3,13.24,1,Blue,top,shanji,oe:player:708bbc09836488d812e6775a07d785f,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,Renekton,Nocturne,Neeko,Jax,Nidalee,Kindred,1623,0,1,7,5,14,28,,,,,,0,,,0.5176,1.5527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8789,324.9168,0.161128,1129.3530,,9,0.3327,4,0.1479,4,26,0.9612,8538,4951,183.0314,0.178326,8475,,177,174,3,3,0,6.5434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 10:40:05,3,13.24,2,Blue,jng,Aki,oe:player:3faae62fb907ad7cbcf2167beb8b2c7,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,Maokai,Nocturne,Neeko,Jax,Nidalee,Kindred,1623,0,3,5,6,14,28,,,,,,0,,,0.5176,1.5527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9652,356.8207,0.176954,1052.1257,,6,0.2218,9,0.3327,7,37,1.3678,9705,6118,226.1738,0.220356,9489,,147,35,112,88,4,5.4344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 10:40:05,3,13.24,3,Blue,mid,Rookie,oe:player:1213778b5c6d69dcb26aa89f7d0aaa9,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,LeBlanc,Nocturne,Neeko,Jax,Nidalee,Kindred,1623,0,8,6,1,14,28,,,,,,0,,,0.5176,1.5527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18740,692.7911,0.34356,888.5397,,10,0.3697,4,0.1479,5,25,0.9242,11626,8039,297.1904,0.28954,10968,,182,182,0,0,0,6.7283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 10:40:05,3,13.24,4,Blue,bot,Photic,oe:player:1c42d9266c8b391c7870b7a39f25a12,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,Caitlyn,Nocturne,Neeko,Jax,Nidalee,Kindred,1623,0,1,6,3,14,28,,,,,,0,,,0.5176,1.5527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8726,322.5878,0.159967,535.7116,,9,0.3327,3,0.1109,1,20,0.7394,9291,5704,210.8688,0.205445,9100,,223,215,8,8,0,8.2440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 10:40:05,3,13.24,5,Blue,sup,Zhuo,oe:player:e78da55d6db43d982f841204a8e51ac,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,Lux,Nocturne,Neeko,Jax,Nidalee,Kindred,1623,0,1,4,5,14,28,,,,,,0,,,0.5176,1.5527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8640,319.4085,0.158391,471.5342,,48,1.7745,17,0.6285,14,100,3.6969,6539,2952,109.1312,0.106333,6275,,27,27,0,0,0,0.9982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 10:40:05,3,13.24,6,Red,top,Bin,oe:player:fb66ef5885b4be9323905b821dc3a42,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Kennen,Rumble,Ashe,Poppy,K'Sante,Lee Sin,1623,1,5,5,8,28,14,,,,,,0,,,1.0351,1.5527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32250,1192.2366,0.35111,672.7542,,9,0.3327,4,0.1479,5,31,1.1460,12195,8608,318.2255,0.203648,11095,,215,210,5,4,1,7.9482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 10:40:05,3,13.24,7,Red,jng,XUN,oe:player:814f33b3479f1ebf6cd22cba78f30e0,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Vi,Rumble,Ashe,Poppy,K'Sante,Lee Sin,1623,1,3,3,10,28,14,,,,,,0,,,1.0351,1.5527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8645,319.5933,0.0941204,892.7172,,7,0.2588,8,0.2957,8,33,1.2200,10420,6833,252.6063,0.161657,8940,,154,23,131,85,8,5.6932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10662-10662_game_3,partial,https://lpl.qq.com/es/stats.shtml?bmid=10662,DCup,2023,,0,2024-01-03 10:40:05,3,13.24,8,Red,mid,knight,oe:player:ed29043422e3c515e1cb292464b990b,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Tristana,Rumble,Ashe,Poppy,K'Sante,Lee Sin,1623,1,10,3,6,28,14,,,,,,0,,,1.0351,1.5527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27682,1023.3641,0.301376,694.8614,,11,0.4067,3,0.1109,2,24,0.8872,14412,10825,400.1848,0.256095,11075,,242,211,31,12,5,8.9464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
